id,applicationName,serverName,serverType,cpu,memory,storage,region,environment,notes,osType,osVersion,dbEngineVersion,dbClusterId,dbClusterType,orchestrationPlatform
infra-872,Finance Management System,finance-management-system-processor-srv-872,r5.2xlarge,8 vCPU,64 GB,400 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2,PostgreSQL 15,db-cluster-925,Active/Backup,Kubernetes
infra-873,Finance Management System,finance-management-system-processor-srv-873,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Linux,Ubuntu 20.04,MongoDB 6.0,db-cluster-703,Single Instance,None
infra-874,Finance Management System,finance-management-system-processor-srv-874,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-west-2,Staging,,Linux,Amazon Linux 2023,PostgreSQL 14,db-cluster-961,Active/Active,EKS
infra-875,Finance Management System,finance-management-system-backend-srv-875,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,Aurora MySQL 8.0,db-cluster-189,Active/Active,Kubernetes
infra-876,Finance Management System,finance-management-system-backend-srv-876,m5.2xlarge,8 vCPU,32 GB,400 GB SSD,us-east-1,Staging,,Windows,Windows Server 2019,PostgreSQL 15,db-cluster-236,Active/Backup,ECS
infra-877,Marketing Gateway,marketing-gateway-api-srv-877,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Production,,Linux,Ubuntu 22.04,MongoDB 6.0,db-cluster-186,Multi-AZ,Kubernetes
infra-878,Marketing Gateway,marketing-gateway-api-srv-878,t3.medium,2 vCPU,4 GB,40 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,Aurora MySQL 8.0,db-cluster-460,Multi-AZ,Kubernetes
infra-879,Marketing Gateway,marketing-gateway-worker-srv-879,c5.4xlarge,16 vCPU,32 GB,640 GB SSD,us-east-1,Production,,Windows,Ubuntu 20.04,PostgreSQL 15,db-cluster-659,Multi-AZ,ECS
infra-880,Marketing Gateway,marketing-gateway-worker-srv-880,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-east-1,Staging,,Windows,Amazon Linux 2,PostgreSQL 13,db-cluster-874,Active/Backup,None
infra-881,Marketing Gateway,marketing-gateway-backend-srv-881,m5.xlarge,4 vCPU,16 GB,200 GB SSD,us-east-1,Production,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-816,Single Instance,Kubernetes
infra-882,Marketing Gateway,marketing-gateway-backend-srv-882,i3.large,2 vCPU,15.25 GB,475 GB SSD,us-west-2,Staging,,Linux,Ubuntu 20.04,DynamoDB,db-cluster-438,Single Instance,EKS
infra-883,Marketing Gateway,marketing-gateway-frontend-srv-883,r5.4xlarge,16 vCPU,128 GB,800 GB SSD,us-east-1,Production,Primary instance,Linux,Amazon Linux 2023,DynamoDB,db-cluster-184,Single Instance,EKS
infra-884,Marketing Gateway,marketing-gateway-frontend-srv-884,t3.medium,2 vCPU,4 GB,40 GB SSD,us-east-1,Staging,,Windows,Ubuntu 22.04,MySQL 8.0,db-cluster-350,Active/Active,None
infra-885,Marketing Gateway,marketing-gateway-backend-srv-885,i3.2xlarge,8 vCPU,61 GB,1.9 TB SSD,us-east-1,Production,,Linux,Amazon Linux 2,MongoDB 6.0,db-cluster-922,Active/Active,None
infra-886,Marketing Gateway,marketing-gateway-backend-srv-886,t3.micro,2 vCPU,1 GB,20 GB SSD,us-west-2,Staging,,Linux,Ubuntu 22.04,PostgreSQL 15,db-cluster-716,Multi-AZ,ECS
